User_ID,Session_ID,Timestamp,Input_Type,Response_Time_Seconds,Character_Count_Input,Character_Count_Response,Tokens_Used,Sentiment_Score_Input,Sentiment_Score_Response,User_Rating,Category,Language,Progress
U0536,S000536,2023-01-03 12:17:00,image,14.2,206,204,235,1,-1,2,casual,German,21.41
U0537,S000537,2023-01-11 11:58:00,image,12.82,306,499,62,0,0,4,support,Spanish,21.45
U0538,S000538,2023-01-24 18:37:00,voice,4.09,401,804,233,-1,0,4,educational,Chinese,21.49
U0539,S000539,2023-01-17 06:05:00,text,7.03,227,890,163,-1,1,5,business,Spanish,21.53
U0540,S000540,2023-02-22 20:19:00,text,2.37,226,191,57,1,0,4,support,Chinese,21.57
U0541,S000541,2023-01-25 03:55:00,image,14.33,7,971,156,1,-1,4,support,German,21.61
U0542,S000542,2023-01-04 11:34:00,image,9.29,482,826,73,1,-1,4,educational,French,21.65
U0543,S000543,2023-01-10 20:48:00,voice,3.82,10,665,191,0,0,4,educational,French,21.69
U0544,S000544,2023-02-24 07:13:00,text,10.24,97,907,134,-1,1,3,business,Chinese,21.73
U0545,S000545,2023-02-09 13:19:00,image,9.46,12,325,188,1,0,3,support,French,21.77
U0546,S000546,2023-02-01 11:09:00,text,5.69,432,703,48,0,-1,2,business,English,21.81
U0547,S000547,2023-03-08 07:31:00,image,2.15,497,39,269,1,-1,4,business,French,21.85
U0548,S000548,2023-01-29 13:14:00,voice,10.24,239,605,12,-1,1,5,casual,Chinese,21.89
U0549,S000549,2023-02-09 17:19:00,image,8.04,112,687,73,1,0,1,support,Spanish,21.93
U0550,S000550,2023-02-25 04:17:00,image,11.7,165,805,38,-1,-1,2,business,Chinese,21.97
U0551,S000551,2023-02-16 13:13:00,voice,8.04,213,802,20,0,-1,1,casual,English,22.01
U0552,S000552,2023-01-11 12:37:00,text,12.86,244,105,106,0,-1,1,creative,Chinese,22.05
U0553,S000553,2023-02-05 01:28:00,text,8.5,335,390,212,1,0,4,support,French,22.09
U0554,S000554,2023-02-22 11:34:00,text,8.63,337,787,30,-1,0,5,business,French,22.13
U0555,S000555,2023-01-18 07:14:00,image,13.21,54,453,48,-1,1,1,educational,Chinese,22.17
U0556,S000556,2023-01-24 04:26:00,voice,6.35,15,307,232,-1,-1,1,casual,Spanish,22.21
U0557,S000557,2023-01-05 00:57:00,image,2.44,355,817,111,1,-1,2,casual,Spanish,22.25
U0558,S000558,2023-03-06 12:21:00,text,0.92,160,746,55,-1,1,5,educational,German,22.29
U0559,S000559,2023-02-09 16:34:00,image,11.45,496,854,75,-1,-1,5,support,French,22.33
U0560,S000560,2023-01-01 03:41:00,text,9.49,74,370,100,-1,1,1,casual,French,22.37
U0561,S000561,2023-02-17 07:46:00,image,10.71,173,383,173,-1,1,5,creative,English,22.41
U0562,S000562,2023-02-19 00:15:00,image,3.59,276,563,120,1,-1,2,business,German,22.45
U0563,S000563,2023-03-04 12:27:00,voice,2.48,72,312,132,1,0,2,creative,French,22.49
U0564,S000564,2023-03-07 11:37:00,image,0.71,359,430,202,-1,0,2,educational,Spanish,22.53
U0565,S000565,2023-03-09 12:48:00,text,5.58,256,255,108,-1,0,4,support,Spanish,22.57
U0566,S000566,2023-03-09 02:05:00,voice,9.05,52,729,168,0,0,1,support,English,22.61
U0567,S000567,2023-03-03 01:00:00,image,6.19,188,246,112,0,-1,5,creative,English,22.65
U0568,S000568,2023-01-18 22:25:00,voice,6.84,324,543,290,-1,1,2,support,French,22.69
U0569,S000569,2023-02-03 03:39:00,image,13.61,191,194,52,-1,1,1,casual,Spanish,22.73
U0570,S000570,2023-02-09 06:11:00,image,5.55,94,477,93,0,-1,1,business,French,22.77
U0571,S000571,2023-01-07 08:51:00,voice,7.95,450,763,200,0,0,4,creative,German,22.81
U0572,S000572,2023-03-02 11:02:00,image,11.86,336,372,60,-1,1,5,support,Chinese,22.85
U0573,S000573,2023-01-31 01:19:00,text,6.25,143,292,219,1,-1,5,support,Spanish,22.89
U0574,S000574,2023-02-26 17:18:00,text,9.52,361,562,135,1,-1,2,creative,German,22.93
U0575,S000575,2023-01-29 13:45:00,image,13.0,93,345,78,-1,0,2,creative,Spanish,22.97
U0576,S000576,2023-03-02 09:11:00,voice,14.27,278,171,274,-1,-1,1,creative,Spanish,23.01
U0577,S000577,2023-01-12 08:14:00,voice,2.63,23,169,267,0,1,5,creative,German,23.05
U0578,S000578,2023-03-07 12:19:00,image,13.94,475,483,197,0,1,5,support,French,23.09
U0579,S000579,2023-01-28 08:03:00,voice,7.64,315,610,239,1,-1,2,business,Spanish,23.13
U0580,S000580,2023-02-16 03:49:00,image,4.24,362,331,198,-1,1,3,support,Chinese,23.17
U0581,S000581,2023-01-29 03:38:00,voice,7.16,378,21,19,0,-1,1,educational,Spanish,23.21
U0582,S000582,2023-03-02 16:50:00,text,14.71,470,433,123,1,1,5,support,French,23.25
U0583,S000583,2023-02-07 04:08:00,voice,7.64,158,82,85,1,0,4,casual,French,23.29
U0584,S000584,2023-01-30 16:33:00,image,5.27,394,597,173,1,1,4,educational,English,23.33
U0585,S000585,2023-02-06 15:03:00,image,9.68,264,867,94,0,0,3,casual,German,23.37
U0586,S000586,2023-03-05 11:04:00,text,3.98,112,210,58,0,0,2,educational,German,23.41
U0587,S000587,2023-01-27 21:52:00,text,1.6,375,531,186,-1,-1,2,casual,English,23.45
U0588,S000588,2023-02-20 11:07:00,image,2.37,289,873,227,-1,0,2,educational,French,23.49
U0589,S000589,2023-01-12 14:03:00,voice,2.36,63,514,198,1,1,4,business,Chinese,23.53
U0590,S000590,2023-01-18 11:04:00,image,2.7,129,747,239,1,1,2,support,German,23.57
U0591,S000591,2023-02-08 06:28:00,text,2.51,358,697,264,0,0,4,business,French,23.61
U0592,S000592,2023-03-02 12:33:00,text,9.79,277,797,245,0,-1,3,support,Chinese,23.65
U0593,S000593,2023-02-04 12:15:00,text,3.14,111,48,35,-1,0,1,educational,German,23.69
U0594,S000594,2023-03-03 15:37:00,text,5.51,303,69,81,-1,1,5,business,German,23.73
U0595,S000595,2023-03-10 02:19:00,voice,13.5,249,587,270,-1,1,3,support,French,23.77
U0596,S000596,2023-01-16 20:10:00,text,7.37,340,330,263,0,0,4,support,German,23.81
U0597,S000597,2023-02-26 00:36:00,text,10.18,454,444,280,1,0,3,casual,German,23.85
U0598,S000598,2023-02-21 19:13:00,text,3.0,422,645,132,-1,0,5,business,English,23.89
U0599,S000599,2023-01-28 09:26:00,voice,3.29,251,685,153,-1,1,1,business,English,23.93
U0600,S000600,2023-02-06 23:05:00,voice,1.09,12,417,266,0,1,5,support,Chinese,23.97
U0601,S000601,2023-02-19 20:59:00,voice,2.95,145,932,153,-1,1,4,business,German,24.01
U0602,S000602,2023-01-01 00:53:00,text,4.54,366,395,268,1,-1,5,support,German,24.05
U0603,S000603,2023-01-28 15:49:00,voice,3.07,12,680,56,0,1,3,casual,Spanish,24.09
U0604,S000604,2023-01-27 02:46:00,text,1.79,482,578,22,-1,1,2,casual,Chinese,24.13
U0605,S000605,2023-01-20 03:09:00,voice,2.25,356,87,217,-1,-1,3,creative,Chinese,24.17
U0606,S000606,2023-02-09 03:06:00,text,7.18,488,203,244,0,-1,4,business,Spanish,24.21
U0607,S000607,2023-02-22 18:59:00,voice,3.49,499,294,158,0,-1,1,creative,English,24.25
U0608,S000608,2023-02-25 05:16:00,text,5.78,98,536,164,-1,-1,5,support,German,24.29
U0609,S000609,2023-03-01 14:13:00,voice,7.8,325,533,175,1,-1,1,creative,German,24.33
U0610,S000610,2023-01-30 07:57:00,text,10.51,431,622,99,0,-1,4,business,English,24.37
U0611,S000611,2023-02-12 07:46:00,image,1.07,43,165,195,1,0,5,casual,French,24.41
U0612,S000612,2023-02-10 05:05:00,image,12.09,85,349,183,-1,0,3,casual,Chinese,24.45
U0613,S000613,2023-02-10 05:54:00,image,9.6,191,134,226,1,0,3,creative,French,24.49
U0614,S000614,2023-03-03 11:55:00,voice,1.69,88,880,273,-1,0,4,support,Spanish,24.53
U0615,S000615,2023-01-20 10:50:00,text,13.17,92,289,106,-1,1,5,casual,English,24.57
U0616,S000616,2023-02-16 12:40:00,voice,13.85,246,926,126,-1,-1,3,creative,Spanish,24.61
U0617,S000617,2023-02-13 01:41:00,text,1.39,346,915,208,-1,1,4,educational,Chinese,24.65
U0618,S000618,2023-03-08 23:43:00,text,4.51,97,631,30,1,-1,4,support,Spanish,24.69
U0619,S000619,2023-01-16 10:41:00,voice,12.19,90,855,209,-1,-1,1,educational,English,24.73
U0620,S000620,2023-03-01 23:16:00,text,11.35,48,878,257,-1,1,3,educational,German,24.77
U0621,S000621,2023-01-08 17:14:00,voice,3.18,141,667,285,1,0,5,creative,Spanish,24.81
U0622,S000622,2023-01-26 19:56:00,voice,3.54,425,737,273,0,1,3,support,German,24.85
U0623,S000623,2023-02-16 22:01:00,voice,5.87,78,919,67,1,1,3,casual,Spanish,24.89
U0624,S000624,2023-03-02 10:12:00,text,7.53,40,683,40,1,-1,3,educational,French,24.93
U0625,S000625,2023-02-27 14:40:00,text,9.46,105,137,258,1,-1,4,casual,Spanish,24.97
U0626,S000626,2023-02-26 08:47:00,text,5.85,480,323,102,-1,-1,2,casual,Spanish,25.01
U0627,S000627,2023-01-31 12:13:00,voice,7.21,160,341,274,-1,0,2,support,Chinese,25.05
U0628,S000628,2023-01-09 12:00:00,voice,11.34,430,159,280,-1,1,1,casual,German,25.09
U0629,S000629,2023-03-10 08:53:00,text,1.03,259,463,103,0,1,3,casual,Spanish,25.13
U0630,S000630,2023-01-22 09:04:00,text,4.16,175,45,163,-1,0,2,business,English,25.17
U0631,S000631,2023-03-03 05:44:00,text,10.84,473,694,294,0,1,1,casual,Chinese,25.21
U0632,S000632,2023-01-29 06:07:00,image,13.48,220,429,89,-1,1,4,creative,Spanish,25.25
U0633,S000633,2023-01-21 10:44:00,text,7.92,174,31,93,1,-1,3,educational,Chinese,25.29
U0634,S000634,2023-01-19 03:00:00,voice,8.22,256,215,46,-1,0,5,creative,French,25.33
U0635,S000635,2023-01-14 09:53:00,image,2.05,364,648,241,0,-1,4,business,French,25.37
U0636,S000636,2023-01-03 05:21:00,text,6.99,326,857,102,0,0,1,creative,French,25.41
U0637,S000637,2023-01-05 04:57:00,voice,8.22,59,966,111,-1,-1,4,creative,German,25.45
U0638,S000638,2023-01-23 06:52:00,image,4.02,460,365,175,1,1,5,creative,French,25.49
U0639,S000639,2023-02-13 05:57:00,image,4.4,436,449,168,-1,0,4,support,German,25.53
U0640,S000640,2023-02-25 15:20:00,image,5.97,95,738,23,-1,0,1,educational,French,25.57
U0641,S000641,2023-01-07 15:05:00,text,0.79,282,105,234,-1,-1,5,casual,English,25.61
U0642,S000642,2023-02-11 10:52:00,text,5.17,105,938,82,1,0,5,support,English,25.65
U0643,S000643,2023-02-07 17:21:00,image,3.57,159,950,258,0,1,4,creative,English,25.69
U0644,S000644,2023-02-27 07:44:00,text,5.25,381,173,100,1,1,5,business,Spanish,25.73
U0645,S000645,2023-02-22 09:34:00,text,2.24,353,157,225,0,1,4,support,French,25.77
U0646,S000646,2023-01-18 16:45:00,image,13.41,455,539,99,0,-1,3,casual,Spanish,25.81
U0647,S000647,2023-03-07 09:15:00,image,9.11,368,303,38,0,0,5,creative,French,25.85
U0648,S000648,2023-03-05 09:12:00,text,10.35,145,204,229,1,-1,4,business,German,25.89
U0649,S000649,2023-02-04 22:48:00,image,11.94,177,672,224,-1,1,3,business,English,25.93
U0650,S000650,2023-02-14 23:59:00,voice,7.73,14,489,230,-1,0,5,casual,German,25.97
U0651,S000651,2023-02-06 09:03:00,voice,1.76,232,886,51,-1,1,3,casual,Chinese,26.01
U0652,S000652,2023-01-23 04:59:00,text,8.29,269,132,144,-1,0,5,support,German,26.05
U0653,S000653,2023-01-14 10:22:00,voice,9.01,442,409,51,-1,0,1,creative,French,26.09
U0654,S000654,2023-03-01 17:10:00,image,11.31,252,708,173,1,-1,1,creative,Spanish,26.13
U0655,S000655,2023-03-04 14:08:00,voice,6.76,251,974,292,1,0,4,casual,French,26.17
U0656,S000656,2023-01-01 12:06:00,text,2.35,159,461,67,1,1,2,educational,French,26.21
U0657,S000657,2023-03-10 08:30:00,voice,4.61,38,670,34,1,0,1,casual,Chinese,26.25
U0658,S000658,2023-01-10 16:50:00,voice,5.76,133,113,82,1,1,2,support,German,26.29
U0659,S000659,2023-02-08 16:44:00,voice,9.87,164,764,138,1,-1,3,educational,Chinese,26.33
U0660,S000660,2023-01-20 22:03:00,image,8.78,93,471,96,1,1,3,creative,English,26.37
U0661,S000661,2023-01-17 00:13:00,voice,5.66,97,752,162,-1,0,2,creative,Chinese,26.41
U0662,S000662,2023-03-05 08:14:00,image,14.8,331,727,191,0,1,4,casual,French,26.45
U0663,S000663,2023-02-17 03:29:00,voice,9.28,245,719,134,1,1,5,business,Chinese,26.49
U0664,S000664,2023-02-12 06:49:00,image,3.94,327,405,76,0,0,2,educational,Spanish,26.53
U0665,S000665,2023-01-05 13:42:00,voice,1.98,472,921,15,1,1,2,support,German,26.57
U0666,S000666,2023-02-20 17:40:00,text,2.72,408,346,134,1,0,2,creative,French,26.61
U0667,S000667,2023-01-23 16:22:00,image,4.07,121,608,62,-1,-1,2,creative,Spanish,26.65
U0668,S000668,2023-01-12 01:06:00,image,2.83,98,151,75,0,1,2,support,German,26.69
U0669,S000669,2023-02-11 13:09:00,image,3.21,167,326,91,-1,-1,4,creative,Chinese,26.73
U0670,S000670,2023-01-13 03:17:00,voice,4.63,103,720,96,-1,1,1,creative,Spanish,26.77
U0671,S000671,2023-02-12 07:01:00,voice,3.01,117,567,11,0,1,5,casual,Spanish,26.81
U0672,S000672,2023-03-02 18:20:00,voice,13.5,363,809,213,-1,-1,1,educational,French,26.85
U0673,S000673,2023-02-18 08:16:00,text,1.66,95,536,159,1,1,2,creative,French,26.89
U0674,S000674,2023-02-20 20:59:00,voice,8.11,350,565,112,1,1,1,support,English,26.93
U0675,S000675,2023-02-24 04:47:00,image,6.45,210,410,33,1,-1,4,casual,English,26.97
U0676,S000676,2023-01-29 21:08:00,image,14.74,21,690,221,1,1,3,creative,English,27.01
U0677,S000677,2023-03-10 17:52:00,text,2.12,278,319,74,1,0,1,business,French,27.05
U0678,S000678,2023-02-10 06:48:00,image,6.27,177,504,218,-1,1,5,business,English,27.09
U0679,S000679,2023-02-25 18:21:00,voice,14.56,120,565,260,-1,1,4,creative,German,27.13
U0680,S000680,2023-03-07 11:16:00,voice,13.05,353,619,126,1,1,3,educational,Chinese,27.17
U0681,S000681,2023-02-15 22:42:00,voice,12.35,472,782,125,1,-1,4,educational,French,27.21
U0682,S000682,2023-02-08 20:13:00,image,4.24,185,118,246,-1,0,2,educational,English,27.25
U0683,S000683,2023-02-19 20:50:00,image,2.98,95,804,114,0,0,3,creative,Spanish,27.29
U0684,S000684,2023-02-10 14:06:00,voice,10.2,86,381,268,-1,1,5,creative,English,27.33
U0685,S000685,2023-01-15 11:41:00,image,13.98,328,864,55,-1,-1,3,creative,Spanish,27.37
U0686,S000686,2023-03-09 16:32:00,voice,8.57,453,625,225,-1,-1,5,casual,German,27.41
U0687,S000687,2023-02-13 04:56:00,image,8.79,118,777,33,-1,0,2,business,English,27.45
U0688,S000688,2023-02-10 23:11:00,voice,4.56,261,900,44,-1,-1,5,support,French,27.49
U0689,S000689,2023-01-24 14:12:00,voice,11.66,62,215,33,0,1,4,support,Chinese,27.53
U0690,S000690,2023-03-10 10:16:00,text,3.21,158,856,37,1,1,1,business,French,27.57
U0691,S000691,2023-01-23 12:06:00,image,5.19,369,52,25,1,-1,4,business,German,27.61
U0692,S000692,2023-02-28 00:59:00,voice,6.67,408,874,68,0,1,4,casual,Spanish,27.65
U0693,S000693,2023-01-26 05:47:00,voice,7.86,120,254,252,1,0,3,educational,Spanish,27.69
U0694,S000694,2023-02-17 10:47:00,voice,4.01,347,296,216,1,1,2,casual,English,27.73
U0695,S000695,2023-02-14 02:37:00,text,2.17,270,364,280,1,-1,1,casual,Spanish,27.77
U0696,S000696,2023-02-27 01:09:00,image,9.35,319,794,258,0,0,5,business,Spanish,27.81
U0697,S000697,2023-01-22 18:38:00,image,4.69,207,485,276,0,1,3,casual,English,27.85
U0698,S000698,2023-01-25 23:52:00,voice,8.93,45,92,202,1,0,2,business,Spanish,27.89
U0699,S000699,2023-02-10 00:54:00,image,2.74,109,119,227,1,-1,1,educational,German,27.93
U0700,S000700,2023-01-08 01:15:00,image,7.48,393,959,124,1,1,4,educational,Chinese,27.97
U0701,S000701,2023-03-06 22:45:00,voice,8.22,382,199,77,-1,1,2,business,German,28.01
U0702,S000702,2023-01-27 00:10:00,text,1.25,197,992,84,-1,0,2,business,German,28.05
U0703,S000703,2023-01-22 08:15:00,text,5.38,405,809,112,-1,1,2,casual,German,28.09
U0704,S000704,2023-01-25 17:34:00,voice,2.45,282,945,187,0,1,4,creative,German,28.13
U0705,S000705,2023-01-31 13:40:00,voice,1.42,358,918,224,1,1,5,educational,French,28.17
U0706,S000706,2023-01-30 02:24:00,voice,14.85,241,260,48,0,1,3,support,English,28.21
U0707,S000707,2023-02-19 03:58:00,voice,5.17,429,733,268,0,-1,5,support,English,28.25
U0708,S000708,2023-01-08 08:01:00,voice,12.24,225,300,213,0,1,1,support,English,28.29
U0709,S000709,2023-01-13 14:16:00,voice,4.19,72,654,16,1,0,3,business,Spanish,28.33
U0710,S000710,2023-01-14 17:29:00,image,10.38,201,210,58,-1,-1,1,support,Chinese,28.37
U0711,S000711,2023-01-22 01:11:00,voice,11.52,260,806,35,1,0,4,casual,English,28.41
U0712,S000712,2023-02-04 20:45:00,voice,9.14,143,335,170,1,0,5,educational,English,28.45
U0713,S000713,2023-03-05 03:57:00,voice,7.34,316,520,185,0,0,2,business,Chinese,28.49
U0714,S000714,2023-01-14 21:48:00,text,6.47,439,418,88,0,-1,3,creative,French,28.53
U0715,S000715,2023-03-06 07:11:00,text,5.56,153,616,11,0,-1,2,business,Spanish,28.57
U0716,S000716,2023-01-20 11:23:00,voice,13.98,103,799,141,-1,-1,1,support,German,28.61
U0717,S000717,2023-01-06 20:18:00,image,12.54,80,971,285,-1,1,2,creative,English,28.65
U0718,S000718,2023-02-07 18:17:00,text,14.49,286,950,126,-1,0,2,creative,German,28.69
U0719,S000719,2023-02-07 02:24:00,image,2.3,375,846,173,1,-1,4,creative,French,28.73
U0720,S000720,2023-01-31 02:49:00,text,11.1,407,517,297,0,0,4,educational,Spanish,28.77
U0721,S000721,2023-02-19 09:21:00,text,14.11,113,740,37,1,-1,5,casual,Spanish,28.81
U0722,S000722,2023-02-12 09:49:00,voice,3.13,192,610,10,-1,-1,1,educational,English,28.85
U0723,S000723,2023-02-07 20:16:00,text,1.46,203,81,197,0,-1,4,casual,German,28.89
U0724,S000724,2023-01-06 16:01:00,voice,11.25,307,256,65,-1,0,4,educational,Spanish,28.93
U0725,S000725,2023-01-19 19:50:00,voice,8.83,331,650,44,0,1,5,support,French,28.97
U0726,S000726,2023-02-08 05:49:00,voice,12.71,158,733,121,0,-1,3,business,German,29.01
U0727,S000727,2023-02-05 10:49:00,image,2.53,44,949,295,1,-1,5,casual,English,29.05
U0728,S000728,2023-02-23 03:56:00,text,12.03,137,864,45,1,-1,2,casual,Spanish,29.09
U0729,S000729,2023-03-05 07:23:00,text,3.42,409,617,226,-1,1,2,business,German,29.13
U0730,S000730,2023-01-02 18:40:00,image,2.87,466,596,89,1,0,4,business,Chinese,29.17
U0731,S000731,2023-02-22 09:36:00,text,2.88,136,944,92,1,0,4,educational,German,29.21
U0732,S000732,2023-02-04 14:57:00,image,12.31,283,575,74,1,0,5,educational,Spanish,29.25
U0733,S000733,2023-02-13 09:58:00,voice,10.15,366,353,137,0,0,5,creative,Chinese,29.29
U0734,S000734,2023-01-01 12:52:00,image,8.08,88,980,31,1,-1,1,business,German,29.33
U0735,S000735,2023-02-02 00:25:00,text,5.7,403,934,225,-1,1,2,educational,French,29.37
U0736,S000736,2023-01-28 04:19:00,image,13.22,246,63,116,0,-1,5,educational,Spanish,29.41
U0737,S000737,2023-03-10 13:59:00,text,6.19,120,739,118,0,1,3,creative,English,29.45
U0738,S000738,2023-02-05 11:56:00,text,12.34,113,537,190,1,0,1,support,English,29.49
U0739,S000739,2023-02-08 03:21:00,text,6.87,225,620,173,0,1,5,creative,French,29.53
U0740,S000740,2023-02-18 23:45:00,voice,5.97,396,541,77,-1,-1,4,educational,English,29.57
U0741,S000741,2023-03-10 00:58:00,image,7.21,45,567,189,-1,-1,5,casual,German,29.61
U0742,S000742,2023-03-08 20:49:00,text,4.87,372,972,190,0,0,4,business,English,29.65
U0743,S000743,2023-02-19 17:02:00,voice,11.34,151,202,178,1,-1,4,educational,French,29.69
U0744,S000744,2023-02-24 21:49:00,text,7.79,116,904,31,1,-1,2,educational,German,29.73
U0745,S000745,2023-01-21 01:46:00,voice,3.87,107,67,75,0,1,2,business,Spanish,29.77
U0746,S000746,2023-02-14 10:33:00,voice,13.54,50,446,30,-1,-1,5,support,French,29.81
U0747,S000747,2023-01-20 23:20:00,text,6.07,416,120,109,0,0,5,casual,German,29.85
U0748,S000748,2023-01-25 20:14:00,voice,8.38,498,138,112,1,0,3,casual,French,29.89
U0749,S000749,2023-02-09 16:05:00,text,13.64,479,858,56,1,-1,1,casual,Spanish,29.93
U0750,S000750,2023-02-14 04:54:00,voice,9.55,328,715,48,0,0,1,creative,German,29.97
U0751,S000751,2023-01-03 15:24:00,voice,2.2,382,934,294,-1,1,5,educational,English,30.01
U0752,S000752,2023-02-05 09:28:00,image,14.13,275,861,99,0,1,2,educational,Spanish,30.05
U0753,S000753,2023-01-31 14:17:00,text,9.6,487,335,94,-1,-1,3,business,French,30.09
U0754,S000754,2023-03-02 21:10:00,image,5.36,425,17,282,-1,-1,1,support,Chinese,30.13
U0755,S000755,2023-03-03 19:36:00,image,2.52,389,38,197,0,1,5,educational,German,30.17
U0756,S000756,2023-02-06 19:14:00,text,12.01,199,121,168,0,0,2,support,Spanish,30.21
U0757,S000757,2023-03-07 21:59:00,text,9.49,371,956,252,-1,-1,2,creative,Chinese,30.25
U0758,S000758,2023-01-16 00:32:00,image,8.24,284,682,82,-1,-1,2,educational,German,30.29
U0759,S000759,2023-02-12 13:01:00,text,13.46,287,140,58,-1,0,4,business,English,30.33
U0760,S000760,2023-01-12 14:48:00,text,11.93,44,197,110,-1,-1,2,support,Spanish,30.37
U0761,S000761,2023-02-26 15:20:00,voice,2.7,451,684,11,1,0,5,business,Spanish,30.41
U0762,S000762,2023-02-18 14:48:00,text,5.02,193,718,253,0,0,3,creative,Spanish,30.45
U0763,S000763,2023-01-03 10:54:00,image,4.1,168,484,185,-1,0,5,business,English,30.49
U0764,S000764,2023-02-05 20:45:00,voice,11.29,486,373,247,0,0,2,support,French,30.53
U0765,S000765,2023-02-23 21:00:00,voice,0.99,481,213,68,-1,0,3,educational,German,30.57
U0766,S000766,2023-02-21 08:55:00,voice,8.76,28,221,108,0,1,1,educational,English,30.61
U0767,S000767,2023-03-02 08:20:00,voice,11.56,28,630,11,0,0,1,support,French,30.65
U0768,S000768,2023-01-03 11:12:00,voice,13.21,494,285,252,-1,1,5,educational,Chinese,30.69
U0769,S000769,2023-01-08 15:23:00,voice,5.46,8,82,220,-1,0,3,business,Chinese,30.73
U0770,S000770,2023-02-28 12:06:00,image,12.41,327,688,132,0,-1,5,casual,French,30.77
U0771,S000771,2023-02-09 00:19:00,voice,2.1,294,781,238,0,1,3,educational,English,30.81
U0772,S000772,2023-01-13 08:26:00,image,12.77,445,252,91,0,-1,3,casual,Spanish,30.85
U0773,S000773,2023-02-12 00:35:00,image,2.35,437,796,153,1,0,5,business,Chinese,30.89
U0774,S000774,2023-01-17 12:59:00,text,6.26,475,111,149,-1,0,3,creative,German,30.93
U0775,S000775,2023-01-05 13:50:00,voice,12.06,185,996,38,1,-1,2,business,Spanish,30.97
U0776,S000776,2023-01-24 16:19:00,text,2.67,252,694,279,1,0,3,business,German,31.01
U0777,S000777,2023-02-04 12:09:00,text,3.82,120,180,256,-1,-1,3,support,German,31.05
U0778,S000778,2023-01-30 19:06:00,text,10.97,283,662,21,-1,0,5,support,Chinese,31.09
U0779,S000779,2023-01-20 06:22:00,text,10.94,369,918,115,1,0,1,educational,French,31.13
U0780,S000780,2023-02-11 09:18:00,text,9.8,73,197,41,-1,1,4,casual,Spanish,31.17
U0781,S000781,2023-01-30 18:00:00,image,10.56,355,450,83,0,-1,3,educational,French,31.21
U0782,S000782,2023-01-31 17:16:00,voice,8.37,258,95,180,0,0,4,casual,Chinese,31.25
U0783,S000783,2023-03-11 06:55:00,voice,4.15,185,485,78,1,-1,3,business,German,31.29
U0784,S000784,2023-02-04 12:12:00,text,5.51,322,61,146,1,1,5,educational,French,31.33
U0785,S000785,2023-01-26 07:51:00,voice,3.13,173,120,109,-1,-1,5,creative,English,31.37
U0786,S000786,2023-03-10 10:47:00,text,13.67,317,958,155,-1,1,3,casual,French,31.41
U0787,S000787,2023-02-08 08:55:00,voice,8.96,253,886,18,1,-1,5,casual,German,31.45
U0788,S000788,2023-01-23 23:05:00,image,6.31,192,863,71,1,-1,5,business,English,31.49
U0789,S000789,2023-01-08 10:55:00,voice,7.2,58,52,194,0,1,3,creative,Spanish,31.53
U0790,S000790,2023-02-12 19:24:00,image,14.24,330,220,38,0,0,1,educational,English,31.57
U0791,S000791,2023-01-02 18:20:00,voice,2.72,361,977,123,-1,0,3,business,Spanish,31.61
U0792,S000792,2023-03-10 04:16:00,voice,9.0,317,209,152,0,0,1,support,Spanish,31.65
U0793,S000793,2023-02-19 02:22:00,text,7.84,142,819,129,-1,-1,5,creative,German,31.69
U0794,S000794,2023-01-05 17:46:00,text,9.37,172,867,179,-1,-1,1,support,Spanish,31.73
U0795,S000795,2023-02-01 20:30:00,voice,0.76,395,761,166,-1,0,5,business,German,31.77
U0796,S000796,2023-01-21 09:49:00,text,13.15,107,636,269,0,-1,1,educational,Chinese,31.81
U0797,S000797,2023-03-01 04:15:00,voice,14.02,426,35,91,1,-1,1,casual,Spanish,31.85
U0798,S000798,2023-01-07 05:53:00,text,8.69,89,928,251,1,0,3,business,German,31.89
U0799,S000799,2023-03-01 07:46:00,text,10.6,321,308,181,0,1,1,educational,Spanish,31.93
U0800,S000800,2023-01-04 15:56:00,image,13.88,216,86,240,1,-1,5,business,English,31.97
U0801,S000801,2023-03-10 15:38:00,image,10.75,7,933,217,-1,-1,3,support,Chinese,32.01
U0802,S000802,2023-01-03 19:47:00,voice,2.71,388,146,84,1,-1,1,support,Spanish,32.05
U0803,S000803,2023-01-23 12:11:00,voice,8.86,183,29,279,0,-1,3,casual,English,32.09
U0804,S000804,2023-01-19 03:30:00,image,9.3,346,449,123,1,1,4,business,English,32.13
U0805,S000805,2023-01-02 20:31:00,voice,6.65,307,220,71,-1,0,3,casual,English,32.17
U0806,S000806,2023-02-26 13:19:00,image,11.18,456,761,111,-1,-1,4,educational,Spanish,32.21
U0807,S000807,2023-01-14 20:53:00,voice,14.05,480,560,219,0,0,4,creative,English,32.25
U0808,S000808,2023-01-22 17:06:00,text,13.92,336,444,264,0,-1,3,educational,French,32.29
U0809,S000809,2023-01-12 11:44:00,text,7.04,42,789,29,0,1,5,support,German,32.33
U0810,S000810,2023-02-13 02:30:00,image,2.14,424,216,67,-1,0,5,creative,English,32.37
U0811,S000811,2023-03-02 22:27:00,text,14.78,243,448,121,1,1,5,casual,English,32.41
U0812,S000812,2023-01-11 09:53:00,text,12.66,173,983,205,1,-1,2,educational,English,32.45
U0813,S000813,2023-02-21 08:00:00,voice,2.31,457,788,101,0,1,4,educational,English,32.49
